⚙️  Running in WANDB offline mode
⚙️  Running in WANDB offline mode
Loading base model: allenai/Llama-3.1-Tulu-3-8B-SFT
Loading base model: allenai/Llama-3.1-Tulu-3-8B-SFT
No custom adapter provided, initializing new LoRA config.
No custom adapter provided, initializing new LoRA config.
Final LoRA model info:
trainable params: 83,886,080 || all params: 8,114,212,864 || trainable%: 1.0338
Final LoRA model info:
trainable params: 83,886,080 || all params: 8,114,212,864 || trainable%: 1.0338
{'loss': 0.6931, 'grad_norm': 3.0975279808044434, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -119.5, 'logps/rejected': -193.0, 'logits/chosen': -1.578125, 'logits/rejected': -1.515625, 'epoch': 0.0}
{'loss': 0.0002, 'grad_norm': 0.03152935951948166, 'learning_rate': 4.518815052041634e-05, 'rewards/chosen': -1.6875, 'rewards/rejected': -17.75, 'rewards/accuracies': 1.0, 'rewards/margins': 16.125, 'logps/chosen': -105.5, 'logps/rejected': -245.0, 'logits/chosen': -0.609375, 'logits/rejected': 0.0732421875, 'epoch': 3.87}
{'loss': 0.0015, 'grad_norm': 0.13654103875160217, 'learning_rate': 4.515612489991994e-05, 'rewards/chosen': -2.859375, 'rewards/rejected': -16.0, 'rewards/accuracies': 1.0, 'rewards/margins': 13.125, 'logps/chosen': -89.0, 'logps/rejected': -234.0, 'logits/chosen': -0.6484375, 'logits/rejected': -0.265625, 'epoch': 3.87}
{'loss': 0.0001, 'grad_norm': 0.005233868956565857, 'learning_rate': 4.5124099279423546e-05, 'rewards/chosen': -1.796875, 'rewards/rejected': -13.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 11.5, 'logps/chosen': -118.5, 'logps/rejected': -270.0, 'logits/chosen': -0.9921875, 'logits/rejected': -0.671875, 'epoch': 3.87}
{'loss': 0.0001, 'grad_norm': 0.012213693000376225, 'learning_rate': 4.5092073658927144e-05, 'rewards/chosen': -1.515625, 'rewards/rejected': -14.25, 'rewards/accuracies': 1.0, 'rewards/margins': 12.75, 'logps/chosen': -131.0, 'logps/rejected': -248.0, 'logits/chosen': -0.78125, 'logits/rejected': -0.328125, 'epoch': 3.87}
{'loss': 0.0001, 'grad_norm': 0.005623945966362953, 'learning_rate': 4.506004803843075e-05, 'rewards/chosen': 1.015625, 'rewards/rejected': -12.5625, 'rewards/accuracies': 1.0, 'rewards/margins': 13.5625, 'logps/chosen': -99.5, 'logps/rejected': -216.0, 'logits/chosen': -0.91015625, 'logits/rejected': -0.671875, 'epoch': 3.88}
{'loss': 0.0, 'grad_norm': 0.0015639510238543153, 'learning_rate': 4.5028022417934354e-05, 'rewards/chosen': -1.59375, 'rewards/rejected': -16.25, 'rewards/accuracies': 1.0, 'rewards/margins': 14.625, 'logps/chosen': -93.0, 'logps/rejected': -254.0, 'logits/chosen': -0.7265625, 'logits/rejected': -0.298828125, 'epoch': 3.88}
{'loss': 0.0006, 'grad_norm': 0.037323907017707825, 'learning_rate': 4.499599679743795e-05, 'rewards/chosen': -1.4765625, 'rewards/rejected': -11.625, 'rewards/accuracies': 1.0, 'rewards/margins': 10.125, 'logps/chosen': -118.0, 'logps/rejected': -160.0, 'logits/chosen': -0.69921875, 'logits/rejected': -0.0361328125, 'epoch': 3.88}
{'loss': 0.0001, 'grad_norm': 0.007667073979973793, 'learning_rate': 4.4963971176941556e-05, 'rewards/chosen': -0.65234375, 'rewards/rejected': -13.5, 'rewards/accuracies': 1.0, 'rewards/margins': 12.875, 'logps/chosen': -161.0, 'logps/rejected': -201.0, 'logits/chosen': -1.0703125, 'logits/rejected': -0.318359375, 'epoch': 3.88}
{'loss': 0.0218, 'grad_norm': 1.5112113952636719, 'learning_rate': 4.493194555644516e-05, 'rewards/chosen': -2.078125, 'rewards/rejected': -13.0625, 'rewards/accuracies': 1.0, 'rewards/margins': 11.0, 'logps/chosen': -165.0, 'logps/rejected': -189.0, 'logits/chosen': -0.703125, 'logits/rejected': 0.294921875, 'epoch': 3.88}
{'loss': 0.0005, 'grad_norm': 0.03529614582657814, 'learning_rate': 4.489991993594876e-05, 'rewards/chosen': -2.484375, 'rewards/rejected': -14.125, 'rewards/accuracies': 1.0, 'rewards/margins': 11.6875, 'logps/chosen': -107.0, 'logps/rejected': -208.0, 'logits/chosen': -0.6796875, 'logits/rejected': -0.02685546875, 'epoch': 3.88}
{'loss': 0.0001, 'grad_norm': 0.009560920298099518, 'learning_rate': 4.4867894315452364e-05, 'rewards/chosen': -1.671875, 'rewards/rejected': -15.375, 'rewards/accuracies': 1.0, 'rewards/margins': 13.75, 'logps/chosen': -113.0, 'logps/rejected': -222.0, 'logits/chosen': -0.5390625, 'logits/rejected': -0.11376953125, 'epoch': 3.88}
{'loss': 0.0047, 'grad_norm': 0.3504239022731781, 'learning_rate': 4.483586869495597e-05, 'rewards/chosen': -1.359375, 'rewards/rejected': -13.0, 'rewards/accuracies': 1.0, 'rewards/margins': 11.625, 'logps/chosen': -103.0, 'logps/rejected': -188.0, 'logits/chosen': -0.7734375, 'logits/rejected': -0.23046875, 'epoch': 3.88}
{'loss': 0.0001, 'grad_norm': 0.003275611437857151, 'learning_rate': 4.480384307445957e-05, 'rewards/chosen': -2.390625, 'rewards/rejected': -15.9375, 'rewards/accuracies': 1.0, 'rewards/margins': 13.5, 'logps/chosen': -115.0, 'logps/rejected': -270.0, 'logits/chosen': -0.796875, 'logits/rejected': -0.5234375, 'epoch': 3.88}
{'loss': 0.0003, 'grad_norm': 0.015171844512224197, 'learning_rate': 4.477181745396317e-05, 'rewards/chosen': -0.65625, 'rewards/rejected': -11.0, 'rewards/accuracies': 1.0, 'rewards/margins': 10.375, 'logps/chosen': -149.0, 'logps/rejected': -204.0, 'logits/chosen': -0.93359375, 'logits/rejected': -0.451171875, 'epoch': 3.88}
{'loss': 0.0002, 'grad_norm': 0.012778306379914284, 'learning_rate': 4.4739791833466776e-05, 'rewards/chosen': -1.3125, 'rewards/rejected': -14.625, 'rewards/accuracies': 1.0, 'rewards/margins': 13.25, 'logps/chosen': -194.0, 'logps/rejected': -268.0, 'logits/chosen': -0.91796875, 'logits/rejected': -0.146484375, 'epoch': 3.88}
{'loss': 0.0, 'grad_norm': 0.0018736578058451414, 'learning_rate': 4.470776621297038e-05, 'rewards/chosen': -0.96875, 'rewards/rejected': -16.875, 'rewards/accuracies': 1.0, 'rewards/margins': 15.9375, 'logps/chosen': -149.0, 'logps/rejected': -316.0, 'logits/chosen': -0.66796875, 'logits/rejected': -0.10595703125, 'epoch': 3.88}
{'loss': 0.0003, 'grad_norm': 0.03539448231458664, 'learning_rate': 4.467574059247398e-05, 'rewards/chosen': -2.765625, 'rewards/rejected': -17.375, 'rewards/accuracies': 1.0, 'rewards/margins': 14.5625, 'logps/chosen': -167.0, 'logps/rejected': -238.0, 'logits/chosen': -0.765625, 'logits/rejected': 0.3125, 'epoch': 3.88}
{'loss': 0.0027, 'grad_norm': 0.24510909616947174, 'learning_rate': 4.4643714971977584e-05, 'rewards/chosen': -0.404296875, 'rewards/rejected': -15.1875, 'rewards/accuracies': 1.0, 'rewards/margins': 14.75, 'logps/chosen': -179.0, 'logps/rejected': -306.0, 'logits/chosen': -0.91796875, 'logits/rejected': -0.455078125, 'epoch': 3.89}
{'loss': 0.0, 'grad_norm': 0.002839127089828253, 'learning_rate': 4.461168935148119e-05, 'rewards/chosen': -2.46875, 'rewards/rejected': -18.75, 'rewards/accuracies': 1.0, 'rewards/margins': 16.25, 'logps/chosen': -153.0, 'logps/rejected': -282.0, 'logits/chosen': -0.73828125, 'logits/rejected': -0.2216796875, 'epoch': 3.89}
{'loss': 0.0008, 'grad_norm': 0.07319135963916779, 'learning_rate': 4.4579663730984787e-05, 'rewards/chosen': -2.25, 'rewards/rejected': -13.875, 'rewards/accuracies': 1.0, 'rewards/margins': 11.625, 'logps/chosen': -129.0, 'logps/rejected': -232.0, 'logits/chosen': -0.6953125, 'logits/rejected': -0.2734375, 'epoch': 3.89}
{'loss': 0.0002, 'grad_norm': 0.041629672050476074, 'learning_rate': 4.454763811048839e-05, 'rewards/chosen': -2.0625, 'rewards/rejected': -16.25, 'rewards/accuracies': 1.0, 'rewards/margins': 14.125, 'logps/chosen': -149.0, 'logps/rejected': -286.0, 'logits/chosen': -0.6015625, 'logits/rejected': -0.2255859375, 'epoch': 3.89}
{'loss': 0.0, 'grad_norm': 0.0015229141572490335, 'learning_rate': 4.4515612489991996e-05, 'rewards/chosen': -3.359375, 'rewards/rejected': -14.875, 'rewards/accuracies': 1.0, 'rewards/margins': 11.5625, 'logps/chosen': -119.0, 'logps/rejected': -229.0, 'logits/chosen': -0.47265625, 'logits/rejected': -0.1083984375, 'epoch': 3.89}
{'loss': 0.0211, 'grad_norm': 0.36953696608543396, 'learning_rate': 4.4483586869495594e-05, 'rewards/chosen': -1.703125, 'rewards/rejected': -13.5, 'rewards/accuracies': 1.0, 'rewards/margins': 11.75, 'logps/chosen': -88.5, 'logps/rejected': -188.0, 'logits/chosen': -0.76171875, 'logits/rejected': -0.08447265625, 'epoch': 3.89}
{'loss': 0.0002, 'grad_norm': 0.016641169786453247, 'learning_rate': 4.44515612489992e-05, 'rewards/chosen': -1.9453125, 'rewards/rejected': -13.5, 'rewards/accuracies': 1.0, 'rewards/margins': 11.5, 'logps/chosen': -109.5, 'logps/rejected': -210.0, 'logits/chosen': -0.6953125, 'logits/rejected': 0.20703125, 'epoch': 3.89}
{'loss': 0.0008, 'grad_norm': 0.06394711881875992, 'learning_rate': 4.4419535628502804e-05, 'rewards/chosen': -1.6875, 'rewards/rejected': -12.75, 'rewards/accuracies': 1.0, 'rewards/margins': 11.0, 'logps/chosen': -129.0, 'logps/rejected': -172.0, 'logits/chosen': -0.625, 'logits/rejected': 0.458984375, 'epoch': 3.89}
{'loss': 0.0, 'grad_norm': 0.002304061781615019, 'learning_rate': 4.438751000800641e-05, 'rewards/chosen': 1.25, 'rewards/rejected': -12.25, 'rewards/accuracies': 1.0, 'rewards/margins': 13.5, 'logps/chosen': -97.5, 'logps/rejected': -227.0, 'logits/chosen': -0.8828125, 'logits/rejected': -0.515625, 'epoch': 3.89}
{'loss': 0.0002, 'grad_norm': 0.006761426571756601, 'learning_rate': 4.435548438751001e-05, 'rewards/chosen': -1.96875, 'rewards/rejected': -13.25, 'rewards/accuracies': 1.0, 'rewards/margins': 11.25, 'logps/chosen': -77.0, 'logps/rejected': -201.0, 'logits/chosen': -0.828125, 'logits/rejected': 0.13671875, 'epoch': 3.89}
{'loss': 0.0, 'grad_norm': 0.0014680903404951096, 'learning_rate': 4.432345876701362e-05, 'rewards/chosen': -0.0595703125, 'rewards/rejected': -24.375, 'rewards/accuracies': 1.0, 'rewards/margins': 24.25, 'logps/chosen': -82.5, 'logps/rejected': -408.0, 'logits/chosen': -0.73828125, 'logits/rejected': -0.0517578125, 'epoch': 3.89}
{'loss': 0.0, 'grad_norm': 0.0013324395986273885, 'learning_rate': 4.4291433146517216e-05, 'rewards/chosen': -0.91015625, 'rewards/rejected': -18.5, 'rewards/accuracies': 1.0, 'rewards/margins': 17.5, 'logps/chosen': -125.0, 'logps/rejected': -254.0, 'logits/chosen': -0.328125, 'logits/rejected': 0.1640625, 'epoch': 3.89}
{'loss': 0.0001, 'grad_norm': 0.0072897206991910934, 'learning_rate': 4.425940752602082e-05, 'rewards/chosen': -0.7734375, 'rewards/rejected': -12.75, 'rewards/accuracies': 1.0, 'rewards/margins': 11.9375, 'logps/chosen': -56.5, 'logps/rejected': -174.0, 'logits/chosen': -0.609375, 'logits/rejected': -0.08251953125, 'epoch': 3.9}
{'loss': 0.0001, 'grad_norm': 0.0043565393425524235, 'learning_rate': 4.4227381905524425e-05, 'rewards/chosen': -1.0, 'rewards/rejected': -11.875, 'rewards/accuracies': 1.0, 'rewards/margins': 10.8125, 'logps/chosen': -91.0, 'logps/rejected': -176.0, 'logits/chosen': -0.6328125, 'logits/rejected': -0.171875, 'epoch': 3.9}
{'loss': 0.0038, 'grad_norm': 0.22797627747058868, 'learning_rate': 4.419535628502802e-05, 'rewards/chosen': -3.21875, 'rewards/rejected': -12.5, 'rewards/accuracies': 1.0, 'rewards/margins': 9.25, 'logps/chosen': -126.0, 'logps/rejected': -195.0, 'logits/chosen': -0.490234375, 'logits/rejected': -0.2890625, 'epoch': 3.9}
{'loss': 0.0005, 'grad_norm': 0.026607060804963112, 'learning_rate': 4.416333066453163e-05, 'rewards/chosen': -1.671875, 'rewards/rejected': -14.875, 'rewards/accuracies': 1.0, 'rewards/margins': 13.125, 'logps/chosen': -110.5, 'logps/rejected': -215.0, 'logits/chosen': -0.55859375, 'logits/rejected': 0.1376953125, 'epoch': 3.9}
{'loss': 0.0001, 'grad_norm': 0.00952147226780653, 'learning_rate': 4.413130504403523e-05, 'rewards/chosen': -1.71875, 'rewards/rejected': -12.8125, 'rewards/accuracies': 1.0, 'rewards/margins': 11.125, 'logps/chosen': -132.0, 'logps/rejected': -208.0, 'logits/chosen': -0.66796875, 'logits/rejected': -0.1572265625, 'epoch': 3.9}
{'loss': 0.0001, 'grad_norm': 0.008630963042378426, 'learning_rate': 4.409927942353883e-05, 'rewards/chosen': 0.072265625, 'rewards/rejected': -14.75, 'rewards/accuracies': 1.0, 'rewards/margins': 14.8125, 'logps/chosen': -124.0, 'logps/rejected': -266.0, 'logits/chosen': -0.71484375, 'logits/rejected': 0.06494140625, 'epoch': 3.9}
{'loss': 0.0002, 'grad_norm': 0.008322951383888721, 'learning_rate': 4.4067253803042436e-05, 'rewards/chosen': -2.703125, 'rewards/rejected': -13.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 10.625, 'logps/chosen': -115.0, 'logps/rejected': -196.0, 'logits/chosen': -0.671875, 'logits/rejected': -0.18359375, 'epoch': 3.9}
{'loss': 0.0002, 'grad_norm': 0.016080113127827644, 'learning_rate': 4.403522818254604e-05, 'rewards/chosen': -2.75, 'rewards/rejected': -15.75, 'rewards/accuracies': 1.0, 'rewards/margins': 13.0, 'logps/chosen': -146.0, 'logps/rejected': -228.0, 'logits/chosen': -0.353515625, 'logits/rejected': 0.00146484375, 'epoch': 3.9}
{'loss': 0.0, 'grad_norm': 0.0010786674683913589, 'learning_rate': 4.400320256204964e-05, 'rewards/chosen': -2.390625, 'rewards/rejected': -14.625, 'rewards/accuracies': 1.0, 'rewards/margins': 12.25, 'logps/chosen': -106.5, 'logps/rejected': -241.0, 'logits/chosen': -0.53515625, 'logits/rejected': -0.0751953125, 'epoch': 3.9}
{'loss': 0.0002, 'grad_norm': 0.029128041118383408, 'learning_rate': 4.397117694155324e-05, 'rewards/chosen': -3.359375, 'rewards/rejected': -17.75, 'rewards/accuracies': 1.0, 'rewards/margins': 14.4375, 'logps/chosen': -107.0, 'logps/rejected': -294.0, 'logits/chosen': -0.5390625, 'logits/rejected': 0.0673828125, 'epoch': 3.9}
{'loss': 0.0004, 'grad_norm': 0.022519536316394806, 'learning_rate': 4.393915132105685e-05, 'rewards/chosen': -2.125, 'rewards/rejected': -15.375, 'rewards/accuracies': 1.0, 'rewards/margins': 13.25, 'logps/chosen': -100.0, 'logps/rejected': -237.0, 'logits/chosen': -0.416015625, 'logits/rejected': -0.1953125, 'epoch': 3.9}
{'loss': 0.0007, 'grad_norm': 0.04433362931013107, 'learning_rate': 4.390712570056045e-05, 'rewards/chosen': -1.8125, 'rewards/rejected': -14.0, 'rewards/accuracies': 1.0, 'rewards/margins': 12.1875, 'logps/chosen': -159.0, 'logps/rejected': -220.0, 'logits/chosen': -0.58984375, 'logits/rejected': 0.06396484375, 'epoch': 3.9}
{'loss': 0.0006, 'grad_norm': 0.07313473522663116, 'learning_rate': 4.387510008006405e-05, 'rewards/chosen': -4.0625, 'rewards/rejected': -17.75, 'rewards/accuracies': 1.0, 'rewards/margins': 13.75, 'logps/chosen': -159.0, 'logps/rejected': -260.0, 'logits/chosen': -0.30859375, 'logits/rejected': 0.2099609375, 'epoch': 3.9}
{'loss': 0.0512, 'grad_norm': 3.959869146347046, 'learning_rate': 4.3843074459567655e-05, 'rewards/chosen': -0.8359375, 'rewards/rejected': -13.125, 'rewards/accuracies': 1.0, 'rewards/margins': 12.25, 'logps/chosen': -185.0, 'logps/rejected': -202.0, 'logits/chosen': -0.80859375, 'logits/rejected': 0.0927734375, 'epoch': 3.91}
{'loss': 0.0004, 'grad_norm': 0.01587846875190735, 'learning_rate': 4.381104883907126e-05, 'rewards/chosen': -2.375, 'rewards/rejected': -12.375, 'rewards/accuracies': 1.0, 'rewards/margins': 10.0, 'logps/chosen': -114.5, 'logps/rejected': -187.0, 'logits/chosen': -0.7421875, 'logits/rejected': -0.022705078125, 'epoch': 3.91}
{'loss': 0.0044, 'grad_norm': 0.17195910215377808, 'learning_rate': 4.377902321857486e-05, 'rewards/chosen': -3.609375, 'rewards/rejected': -15.1875, 'rewards/accuracies': 1.0, 'rewards/margins': 11.5625, 'logps/chosen': -144.0, 'logps/rejected': -210.0, 'logits/chosen': -0.427734375, 'logits/rejected': 0.62890625, 'epoch': 3.91}
{'loss': 0.0001, 'grad_norm': 0.005833151750266552, 'learning_rate': 4.374699759807846e-05, 'rewards/chosen': -2.65625, 'rewards/rejected': -15.625, 'rewards/accuracies': 1.0, 'rewards/margins': 13.0, 'logps/chosen': -135.0, 'logps/rejected': -238.0, 'logits/chosen': -0.5625, 'logits/rejected': -0.0272216796875, 'epoch': 3.91}
{'loss': 0.0002, 'grad_norm': 0.010228254832327366, 'learning_rate': 4.371497197758207e-05, 'rewards/chosen': -4.625, 'rewards/rejected': -15.9375, 'rewards/accuracies': 1.0, 'rewards/margins': 11.25, 'logps/chosen': -138.0, 'logps/rejected': -278.0, 'logits/chosen': -0.09326171875, 'logits/rejected': -0.060546875, 'epoch': 3.91}
{'loss': 0.0002, 'grad_norm': 0.041431769728660583, 'learning_rate': 4.3682946357085666e-05, 'rewards/chosen': -1.765625, 'rewards/rejected': -17.375, 'rewards/accuracies': 1.0, 'rewards/margins': 15.625, 'logps/chosen': -130.0, 'logps/rejected': -268.0, 'logits/chosen': -0.6328125, 'logits/rejected': -0.13671875, 'epoch': 3.91}
{'loss': 0.0, 'grad_norm': 0.0006056498386897147, 'learning_rate': 4.365092073658927e-05, 'rewards/chosen': -2.3125, 'rewards/rejected': -15.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 13.0, 'logps/chosen': -107.0, 'logps/rejected': -216.0, 'logits/chosen': -0.29296875, 'logits/rejected': -0.10302734375, 'epoch': 3.91}
{'loss': 0.0, 'grad_norm': 0.005293480586260557, 'learning_rate': 4.3618895116092875e-05, 'rewards/chosen': -2.546875, 'rewards/rejected': -19.25, 'rewards/accuracies': 1.0, 'rewards/margins': 16.625, 'logps/chosen': -174.0, 'logps/rejected': -346.0, 'logits/chosen': -0.6796875, 'logits/rejected': -0.2138671875, 'epoch': 3.91}
{'loss': 0.0003, 'grad_norm': 0.02824084274470806, 'learning_rate': 4.358686949559648e-05, 'rewards/chosen': -5.125, 'rewards/rejected': -17.375, 'rewards/accuracies': 1.0, 'rewards/margins': 12.25, 'logps/chosen': -120.5, 'logps/rejected': -262.0, 'logits/chosen': -0.283203125, 'logits/rejected': 0.216796875, 'epoch': 3.91}
{'loss': 0.0, 'grad_norm': 0.003033509012311697, 'learning_rate': 4.3554843875100085e-05, 'rewards/chosen': -2.921875, 'rewards/rejected': -16.625, 'rewards/accuracies': 1.0, 'rewards/margins': 13.6875, 'logps/chosen': -204.0, 'logps/rejected': -258.0, 'logits/chosen': -0.71484375, 'logits/rejected': 0.2236328125, 'epoch': 3.91}
{'loss': 0.0003, 'grad_norm': 0.014685062691569328, 'learning_rate': 4.352281825460369e-05, 'rewards/chosen': -2.390625, 'rewards/rejected': -13.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 10.875, 'logps/chosen': -128.0, 'logps/rejected': -184.0, 'logits/chosen': -0.54296875, 'logits/rejected': -0.033935546875, 'epoch': 3.91}
{'loss': 0.0006, 'grad_norm': 0.04900742694735527, 'learning_rate': 4.349079263410729e-05, 'rewards/chosen': -1.828125, 'rewards/rejected': -13.5625, 'rewards/accuracies': 1.0, 'rewards/margins': 11.75, 'logps/chosen': -90.5, 'logps/rejected': -214.0, 'logits/chosen': -0.63671875, 'logits/rejected': -0.201171875, 'epoch': 3.91}
{'loss': 0.0001, 'grad_norm': 0.0048990799114108086, 'learning_rate': 4.345876701361089e-05, 'rewards/chosen': -1.4765625, 'rewards/rejected': -14.0, 'rewards/accuracies': 1.0, 'rewards/margins': 12.5, 'logps/chosen': -143.0, 'logps/rejected': -205.0, 'logits/chosen': -0.9375, 'logits/rejected': -0.0106201171875, 'epoch': 3.92}
{'loss': 0.0061, 'grad_norm': 0.1722157746553421, 'learning_rate': 4.34267413931145e-05, 'rewards/chosen': -2.25, 'rewards/rejected': -15.0, 'rewards/accuracies': 1.0, 'rewards/margins': 12.75, 'logps/chosen': -97.0, 'logps/rejected': -218.0, 'logits/chosen': -0.3671875, 'logits/rejected': -0.056640625, 'epoch': 3.92}
{'loss': 0.0, 'grad_norm': 0.0018405313603579998, 'learning_rate': 4.3394715772618095e-05, 'rewards/chosen': -3.28125, 'rewards/rejected': -18.125, 'rewards/accuracies': 1.0, 'rewards/margins': 14.875, 'logps/chosen': -153.0, 'logps/rejected': -262.0, 'logits/chosen': -0.75, 'logits/rejected': 0.1640625, 'epoch': 3.92}
{'loss': 0.0008, 'grad_norm': 0.08021441102027893, 'learning_rate': 4.33626901521217e-05, 'rewards/chosen': -3.3125, 'rewards/rejected': -18.75, 'rewards/accuracies': 1.0, 'rewards/margins': 15.375, 'logps/chosen': -93.5, 'logps/rejected': -280.0, 'logits/chosen': -0.451171875, 'logits/rejected': -0.11669921875, 'epoch': 3.92}
{'loss': 0.0002, 'grad_norm': 0.009455963969230652, 'learning_rate': 4.3330664531625305e-05, 'rewards/chosen': 0.1572265625, 'rewards/rejected': -12.625, 'rewards/accuracies': 1.0, 'rewards/margins': 12.75, 'logps/chosen': -87.0, 'logps/rejected': -227.0, 'logits/chosen': -1.03125, 'logits/rejected': -0.5078125, 'epoch': 3.92}
{'loss': 0.0005, 'grad_norm': 0.01962791010737419, 'learning_rate': 4.32986389111289e-05, 'rewards/chosen': -2.515625, 'rewards/rejected': -12.0625, 'rewards/accuracies': 1.0, 'rewards/margins': 9.5, 'logps/chosen': -134.0, 'logps/rejected': -181.0, 'logits/chosen': -0.6875, 'logits/rejected': -0.1337890625, 'epoch': 3.92}
{'loss': 0.0, 'grad_norm': 0.0014176713302731514, 'learning_rate': 4.326661329063251e-05, 'rewards/chosen': -3.4375, 'rewards/rejected': -18.375, 'rewards/accuracies': 1.0, 'rewards/margins': 14.9375, 'logps/chosen': -150.0, 'logps/rejected': -316.0, 'logits/chosen': -0.421875, 'logits/rejected': -0.1689453125, 'epoch': 3.92}
{'loss': 0.0, 'grad_norm': 0.0010178316151723266, 'learning_rate': 4.323458767013611e-05, 'rewards/chosen': 0.578125, 'rewards/rejected': -18.625, 'rewards/accuracies': 1.0, 'rewards/margins': 19.25, 'logps/chosen': -68.0, 'logps/rejected': -251.0, 'logits/chosen': -0.78515625, 'logits/rejected': -0.08251953125, 'epoch': 3.92}
{'loss': 0.0004, 'grad_norm': 0.027096040546894073, 'learning_rate': 4.320256204963972e-05, 'rewards/chosen': -1.265625, 'rewards/rejected': -13.75, 'rewards/accuracies': 1.0, 'rewards/margins': 12.5, 'logps/chosen': -192.0, 'logps/rejected': -231.0, 'logits/chosen': -0.8671875, 'logits/rejected': -0.35546875, 'epoch': 3.92}
{'loss': 0.0085, 'grad_norm': 0.39981287717819214, 'learning_rate': 4.3170536429143315e-05, 'rewards/chosen': -1.0859375, 'rewards/rejected': -15.625, 'rewards/accuracies': 1.0, 'rewards/margins': 14.5, 'logps/chosen': -85.0, 'logps/rejected': -201.0, 'logits/chosen': -0.9609375, 'logits/rejected': -0.022216796875, 'epoch': 3.92}
{'loss': 0.0001, 'grad_norm': 0.0063939704559743404, 'learning_rate': 4.313851080864692e-05, 'rewards/chosen': 0.00390625, 'rewards/rejected': -15.3125, 'rewards/accuracies': 1.0, 'rewards/margins': 15.375, 'logps/chosen': -215.0, 'logps/rejected': -370.0, 'logits/chosen': -0.984375, 'logits/rejected': -0.32421875, 'epoch': 3.92}
{'loss': 0.0001, 'grad_norm': 0.0036615256685763597, 'learning_rate': 4.3106485188150524e-05, 'rewards/chosen': -0.92578125, 'rewards/rejected': -14.625, 'rewards/accuracies': 1.0, 'rewards/margins': 13.75, 'logps/chosen': -70.5, 'logps/rejected': -220.0, 'logits/chosen': -0.86328125, 'logits/rejected': -0.10693359375, 'epoch': 3.92}
{'loss': 0.0001, 'grad_norm': 0.0038609649054706097, 'learning_rate': 4.307445956765412e-05, 'rewards/chosen': -1.0234375, 'rewards/rejected': -13.4375, 'rewards/accuracies': 1.0, 'rewards/margins': 12.4375, 'logps/chosen': -117.5, 'logps/rejected': -223.0, 'logits/chosen': -0.8984375, 'logits/rejected': -0.3046875, 'epoch': 3.92}
{'loss': 0.0004, 'grad_norm': 0.020087644457817078, 'learning_rate': 4.304243394715773e-05, 'rewards/chosen': -2.0, 'rewards/rejected': -14.875, 'rewards/accuracies': 1.0, 'rewards/margins': 12.875, 'logps/chosen': -115.0, 'logps/rejected': -246.0, 'logits/chosen': -0.66796875, 'logits/rejected': 0.0927734375, 'epoch': 3.93}
{'loss': 0.0867, 'grad_norm': 0.014214741997420788, 'learning_rate': 4.301040832666133e-05, 'rewards/chosen': -1.453125, 'rewards/rejected': -13.6875, 'rewards/accuracies': 0.875, 'rewards/margins': 12.25, 'logps/chosen': -95.5, 'logps/rejected': -206.0, 'logits/chosen': -0.51171875, 'logits/rejected': -0.1142578125, 'epoch': 3.93}
{'loss': 0.0001, 'grad_norm': 0.006332754157483578, 'learning_rate': 4.297838270616493e-05, 'rewards/chosen': -1.53125, 'rewards/rejected': -16.375, 'rewards/accuracies': 1.0, 'rewards/margins': 14.875, 'logps/chosen': -95.0, 'logps/rejected': -240.0, 'logits/chosen': -0.640625, 'logits/rejected': -0.158203125, 'epoch': 3.93}
{'loss': 0.0211, 'grad_norm': 0.6384305357933044, 'learning_rate': 4.2946357085668535e-05, 'rewards/chosen': -1.21875, 'rewards/rejected': -13.5, 'rewards/accuracies': 1.0, 'rewards/margins': 12.3125, 'logps/chosen': -79.5, 'logps/rejected': -196.0, 'logits/chosen': -0.61328125, 'logits/rejected': -0.44921875, 'epoch': 3.93}
{'loss': 0.002, 'grad_norm': 0.24819768965244293, 'learning_rate': 4.291433146517214e-05, 'rewards/chosen': -2.984375, 'rewards/rejected': -16.875, 'rewards/accuracies': 1.0, 'rewards/margins': 13.875, 'logps/chosen': -147.0, 'logps/rejected': -260.0, 'logits/chosen': -0.51171875, 'logits/rejected': 0.08935546875, 'epoch': 3.93}
{'loss': 0.0, 'grad_norm': 0.0020764225628226995, 'learning_rate': 4.2882305844675744e-05, 'rewards/chosen': -2.3125, 'rewards/rejected': -15.0625, 'rewards/accuracies': 1.0, 'rewards/margins': 12.75, 'logps/chosen': -136.0, 'logps/rejected': -205.0, 'logits/chosen': -0.71875, 'logits/rejected': 0.059326171875, 'epoch': 3.93}
{'loss': 0.0305, 'grad_norm': 0.7369830012321472, 'learning_rate': 4.285028022417935e-05, 'rewards/chosen': -1.7421875, 'rewards/rejected': -15.5, 'rewards/accuracies': 1.0, 'rewards/margins': 13.75, 'logps/chosen': -159.0, 'logps/rejected': -254.0, 'logits/chosen': -0.9609375, 'logits/rejected': -0.365234375, 'epoch': 3.93}
